kepoi_name,kepler_name,kepid,ra,dec,koi_period,koi_prad,koi_teq,koi_steff,koi_srad,koi_kepmag,koi_disposition
"K06132.03",,5629353,294.557890,40.850498,11.867172,4.03,1058.0,6264.00,1.6510,14.624,"CANDIDATE"
"K01319.02",,4078157,296.479370,39.127571,142.685885,2.76,319.0,5767.00,0.7990,15.484,"CANDIDATE"
"K06137.01",,5816144,298.194120,41.029331,12.4970599,1.44,839.0,6174.00,1.0210,14.191,"CANDIDATE"
"K02433.06",,11968463,294.338470,50.336540,6.06330298,1.64,1153.0,6308.00,1.1530,15.212,"CANDIDATE"
"K02433.07",,11968463,294.338470,50.336540,86.431871,2.85,464.0,6325.00,1.1120,15.212,"CANDIDATE"
"K02533.03",,11074835,286.715640,48.645279,26.1152887,2.38,898.0,5190.00,2.9120,13.274,"CANDIDATE"
"K00841.04",,5792202,292.236760,41.085880,269.306232,24,235.0,5251.00,0.8170,15.855,"CANDIDATE"
"K06141.01",,6032730,288.592900,41.307339,96.509214,860.3,787.0,7343.00,2.9550,8.655,"CANDIDATE"
"K06142.01",,6116172,289.481450,41.499420,69.64679311,,,,,13.735,"CANDIDATE"
"K06142.02",,6116172,289.481450,41.499420,111.65546,2121,579.0,6967.00,1.8630,13.735,"CANDIDATE"
"K06142.03",,6116172,289.481450,41.499420,86.13201864,,,,,13.735,"CANDIDATE"
"K06237.02",,11296437,291.573120,49.097771,47.14404783,,,,,11.741,"CANDIDATE"
"K06238.01",,11341164,286.728970,49.154945,197.05431574,,,,,12.366,"CANDIDATE"
"K06239.01",,11462969,295.566830,49.378029,406.496216,1.77,236.0,5847.00,0.8840,13.893,"CANDIDATE"
"K06239.02",,11462969,295.566830,49.378029,491.61516814,,,,,13.893,"CANDIDATE"
"K00841.05",,5792202,292.236760,41.085880,499.47338,3.71,191.0,5251.00,0.8170,15.855,"CANDIDATE"
"K06145.03",,6221385,296.359440,41.574532,7.3138454,2.73,1263.0,6486.00,1.4850,14.263,"CANDIDATE"
"K06242.01",,11656928,289.037720,49.712601,212.43503674,,,,,12.914,"CANDIDATE"
"K00353.03",,11566064,295.212680,49.562180,11.1619384,1.97,1093.0,6200.00,1.6400,13.374,"CANDIDATE"
"K06242.02",,11656928,289.037720,49.712601,76.83994597,,,,,12.914,"CANDIDATE"
"K06242.03",,11656928,289.037720,49.712601,78.86684,1.3,573.0,6907.00,1.3810,12.914,"CANDIDATE"
"K00896.03",,7825899,293.061400,43.581360,28.8672107,1.51,493.0,5191.00,0.8370,15.258,"CANDIDATE"
"K06150.01",,6946681,291.192930,42.494450,48.9528113,,,,,12.182,"CANDIDATE"
"K06151.01",,6946708,291.200960,42.449989,431.78556,1.36,211.0,5642.00,0.7470,14.401,"CANDIDATE"
"K06245.01",,11775507,297.517820,49.917702,144.102562,1.67,437.0,6528.00,1.2600,12.431,"CANDIDATE"
"K06245.02",,11775507,297.517820,49.917702,112.317402,1.77,475.0,6528.00,1.2600,12.431,"CANDIDATE"
"K06246.01",,11856178,287.165040,50.113232,9.13315062,1.48,900.0,6122.00,0.9640,11.767,"CANDIDATE"
"K02086.04",,6768394,288.961240,42.265011,335.56311,1.83,333.0,6200.00,1.4480,13.959,"CANDIDATE"
"K00337.02",,10545066,295.684810,47.748081,154.607419,1.56,340.0,6017.00,0.9310,13.936,"CANDIDATE"
"K01519.02",,7663405,283.478180,43.383781,57.132855,1.81,414.0,5157.00,0.9040,15.369,"CANDIDATE"
"K02163.03",,11358389,295.626590,49.130428,28.2251049,1.59,625.0,6014.00,1.0210,14.651,"CANDIDATE"
"K02183.03",,5706595,292.171140,40.916309,150.381954,2.26,325.0,5569.00,0.9540,15.198,"CANDIDATE"
"K02184.02",,12885212,290.175020,52.220341,95.906433,2.17,288.0,4620.00,0.7360,15.504,"CANDIDATE"
"K02194.03",,3548044,292.326450,38.657581,445.21685,1.37,237.0,5670.00,0.9500,13.865,"CANDIDATE"
"K02209.02",,8168187,292.714450,44.082329,35.502865,2.18,724.0,5528.00,1.8390,14.310,"CANDIDATE"
"K00945.03",,9605514,297.951600,46.264721,66.789347,2.07,490.0,6297.00,1.0310,15.083,"CANDIDATE"
"K06068.01",,9418619,297.181760,45.988441,6.150251376,100.03,2251.0,8914.00,2.8670,10.622,"CANDIDATE"
"K06164.01",,7835312,295.970790,43.529690,29.5126153,1.84,678.0,5746.00,1.3510,15.334,"CANDIDATE"
"K02281.02",,9221517,293.131100,45.663551,455.27405,1.54,196.0,5178.00,0.8180,13.829,"CANDIDATE"
"K00365.02",,11623629,297.486910,49.623451,117.761,0.62,337.0,5564.00,0.8500,11.195,"CANDIDATE"
"K02327.02",,10730703,291.657780,48.009312,46.331703,1.39,441.0,5477.00,0.8150,15.378,"CANDIDATE"
"K02450.02",,7289317,294.009460,42.880772,7.1931193,1.12,916.0,5518.00,1.0080,14.834,"CANDIDATE"
"K00266.02",,7375348,295.404330,42.981422,47.7439509,1.74,575.0,5949.00,1.2920,11.472,"CANDIDATE"
"K00992.02",,1432789,291.499420,37.059280,4.57834367,1.44,1206.0,5782.00,1.2200,15.214,"CANDIDATE"
"K01522.02",,12266636,295.806580,50.909801,12.654896,1.02,801.0,5833.00,1.0220,14.264,"CANDIDATE"
"K06168.01",,7974634,296.586980,43.766918,131.258668,1.59,433.0,6443.00,1.2480,12.236,"CANDIDATE"
"K07870.01",,8182107,297.067200,44.067600,92.552007,2.1,440.0,5808.00,1.2200,14.452,"CANDIDATE"
"K06168.02",,7974634,296.586980,43.766918,75.072964,1.09,522.0,6443.00,1.2480,12.236,"CANDIDATE"
"K06172.01",,8163784,291.066990,44.071201,31.8134892,1.18,496.0,5505.00,0.7760,14.458,"CANDIDATE"
"K02610.02",,2305866,292.093320,37.613480,115.230655,4.02,632.0,6585.00,2.5170,12.605,"CANDIDATE"
"K02719.02",,5184911,291.184970,40.311211,106.25976,1.5,303.0,4827.00,0.8230,15.141,"CANDIDATE"
"K02828.02",,6436029,289.538820,41.892818,505.462916,3.46,181.0,4817.00,0.8330,15.768,"CANDIDATE"
"K02869.02",,7767162,296.293550,43.403271,274.743032,2.16,330.0,6277.00,1.2070,13.749,"CANDIDATE"
"K00423.02",,9478990,296.960270,46.034302,360.477635,11943.8,339.0,6266.00,1.5220,14.327,"CANDIDATE"
"K02871.03",,10793172,290.201630,48.185822,18.0811429,0.75,638.0,5693.00,0.8560,14.754,"CANDIDATE"
"K06085.01",,11404644,292.756100,49.264561,5.902596818,25.8,1123.0,6184.00,1.0940,15.179,"CANDIDATE"
"K06173.01",,8165617,291.742310,44.074871,214.013044,1.54,397.0,6698.00,1.3700,12.445,"CANDIDATE"
"K06176.01",,8223568,287.985600,44.147202,143.09688,1.48,441.0,6725.00,1.3100,11.538,"CANDIDATE"
"K06176.02",,8223568,287.985600,44.147202,73.4567573,,,,,11.538,"CANDIDATE"
"K06178.01",,8355178,287.531770,44.308010,13.0327301,1.64,809.0,6122.00,0.9960,15.863,"CANDIDATE"
"K02971.02",,4770174,297.393710,39.829041,31.9533679,1.65,725.0,6313.00,1.4670,12.742,"CANDIDATE"
"K03028.02",,9838804,294.962460,46.676289,458.16754,2.11,208.0,5536.00,0.8160,15.983,"CANDIDATE"
"K03088.02",,9020114,291.164370,45.318291,67.8766605,1.92,455.0,6018.00,0.9750,14.953,"CANDIDATE"
"K03214.02",,7983117,298.673770,43.795479,25.0901574,1.35,852.0,6033.00,1.7880,12.014,"CANDIDATE"
"K03401.02",,9966219,297.478390,46.815750,326.6708,2.2,283.0,5896.00,1.0720,14.388,"CANDIDATE"
"K00129.02",,11974540,297.009430,50.372318,143.21109362,,,,,13.224,"CANDIDATE"
"K00238.03",,7219825,296.998630,42.781960,362.97828,1.96,296.0,6086.00,1.2160,14.061,"CANDIDATE"
"K00593.04",,9958962,294.989140,46.838329,240.192808,2.68,298.0,6004.00,0.9770,14.957,"CANDIDATE"
"K00993.03",,1718189,290.728670,37.252651,86.723653,1.43,391.0,5830.00,0.8760,14.246,"CANDIDATE"
"K07878.01",,8263187,300.638090,44.156269,36.566324,15.41,828.0,5294.00,2.8840,17.195,"CANDIDATE"
"K06093.01",,2019477,292.551940,37.421211,20.5736113,3.86,1197.0,5440.00,4.5240,13.330,"CANDIDATE"
"K03207.01",,9518710,288.238620,46.118061,0.954388314,2.27,3406.0,7056.00,2.7850,11.872,"CANDIDATE"
"K03420.01",,7289338,294.015290,42.824371,5.77451117,1.87,1232.0,5821.00,1.4920,15.589,"CANDIDATE"
"K01920.02",,8218379,285.122040,44.110600,10.1384691,0.74,723.0,5483.00,0.7790,14.640,"CANDIDATE"
"K06618.01",,5706592,292.170290,40.907162,8.6040858,0.94,947.0,6250.00,0.9860,15.173,"CANDIDATE"
"K07882.01",,8364232,291.312810,44.381920,65.415183,1.31,295.0,4348.00,0.6460,15.559,"CANDIDATE"
"K06753.01",,6670742,284.332610,42.127090,72.28198,13.11,984.0,7694.00,3.6270,9.277,"CANDIDATE"
"K06759.01",,6697976,293.663300,42.113079,371.70965709,,,,,14.936,"CANDIDATE"
"K06889.01",,7592529,286.142910,43.236351,75.906736,0.63,507.0,6140.00,1.2060,11.649,"CANDIDATE"
"K06890.01",,7592922,286.330690,43.267929,2.15888911,0.72,1130.0,5269.00,0.7130,15.377,"CANDIDATE"
"K06892.01",,7602351,290.120880,43.243610,17.5806026,1.87,816.0,5839.00,1.3580,14.989,"CANDIDATE"
"K07023.01",,8362974,290.859710,44.350922,2.71772323,0.72,1123.0,5135.00,0.8740,14.520,"CANDIDATE"
"K07157.01",,9301564,298.805570,45.759998,23.9830523,1.17,718.0,5696.00,1.2920,13.863,"CANDIDATE"
"K07283.01",,10089123,296.898280,47.081059,134.413808,1.69,391.0,6013.00,1.1870,14.262,"CANDIDATE"
"K07894.01",,8555967,290.303100,44.678089,347.97611,1.62,253.0,5995.00,0.8780,14.648,"CANDIDATE"
"K04526.02",,3765917,295.968930,38.867168,11.8187288,2.09,919.0,5803.00,1.3280,15.271,"CANDIDATE"
"K04535.02",,3547760,292.252840,38.608990,5.78901936,0.78,849.0,5289.00,0.7480,14.791,"CANDIDATE"
"K04716.02",,11290515,288.344880,49.021938,12.26708306,,,,,12.322,"CANDIDATE"
"K04838.02",,8216763,284.268590,44.197540,6.33342309,7.62,625.0,4352.00,0.6130,15.073,"CANDIDATE"
"K04871.02",,6767227,288.529020,42.276260,5.522479,0.76,1288.0,6532.00,1.2470,13.050,"CANDIDATE"
"K06368.01",,3854496,292.564210,38.931129,9.4588054,1.78,943.0,6247.00,1.0660,15.812,"CANDIDATE"
"K06372.01",,3936061,285.278230,39.088428,71.008017,1.11,419.0,5847.00,0.8490,14.603,"CANDIDATE"
"K06375.01",,3972432,295.896510,39.076359,2.90805147,0.97,1220.0,5889.00,0.8690,14.557,"CANDIDATE"
"K06631.01",,5860347,285.952180,41.144390,2.56271232,0.48,1171.0,5190.00,0.8990,13.273,"CANDIDATE"
"K06762.01",,6715997,297.835450,42.110390,15.08186,0.98,758.0,5794.00,1.0120,14.450,"CANDIDATE"
"K06763.01",,6763884,287.234860,42.263309,2.44693823,0.56,1379.0,5821.00,1.0330,12.160,"CANDIDATE"
"K06765.01",,6768616,289.044340,42.280022,13.05609,1.3,814.0,6078.00,0.9940,15.154,"CANDIDATE"
"K07032.01",,8394475,300.424320,44.343601,3.64049242,0.61,1136.0,5745.00,0.9360,12.646,"CANDIDATE"
"K07162.01",,9340411,291.052700,45.835129,5.1581317,2.02,1642.0,5155.00,3.3550,13.031,"CANDIDATE"
"K07291.01",,10163067,298.900600,47.107769,25.9136674,3.37,966.0,6167.00,2.3460,12.556,"CANDIDATE"
"K07426.01",,11241560,290.436770,48.983452,6.96197304,0.97,778.0,5008.00,0.8140,15.352,"CANDIDATE"
"K07427.01",,11244571,292.081850,48.967110,7.8935324,0.78,1052.0,6306.00,1.1090,13.954,"CANDIDATE"
"K07430.01",,11282568,282.939940,49.050289,1.320499473,18.94,4477.0,5172.00,13.4540,11.466,"CANDIDATE"
"K07432.01",,11286311,285.636810,49.009109,13.1538409,1.03,750.0,5443.00,1.0080,15.007,"CANDIDATE"
"K00460.02",,8043638,296.636840,43.802792,36.0484798,1.24,566.0,5602.00,1.1000,14.743,"CANDIDATE"
"K05875.02",,11176166,283.068630,48.802078,4.2742605,1.88,1326.0,6477.00,1.1480,14.496,"CANDIDATE"
"K06253.01",,1293379,291.113980,36.994061,27.556452,1.4,531.0,5509.00,0.8360,15.979,"CANDIDATE"
"K06384.01",,4076061,296.074070,39.158192,566.28176,2.79,203.0,5829.00,0.8020,15.992,"CANDIDATE"
"K06635.01",,5951140,288.888490,41.246738,0.52740121,1.49,1027.0,3582.00,0.4100,14.353,"CANDIDATE"
"K06641.01",,5966732,293.793700,41.204491,1.400903699,1.16,1764.0,6375.00,0.9750,15.514,"CANDIDATE"
"K06774.01",,6842345,284.132080,42.350441,17.3816224,26.55,756.0,6116.00,1.0200,15.567,"CANDIDATE"
"K06776.01",,6853172,288.730290,42.334011,28.655498,1.45,658.0,6268.00,1.1000,15.426,"CANDIDATE"
"K06777.01",,6859546,290.721950,42.391571,13.4450174,1.08,606.0,5003.00,0.7590,15.256,"CANDIDATE"
"K06904.01",,7687365,293.417850,43.342850,26.1556767,1.28,501.0,5204.00,0.7600,15.425,"CANDIDATE"
"K06907.01",,7700500,297.240390,43.397678,4.60687717,1.14,865.0,5110.00,0.7110,15.930,"CANDIDATE"
"K07040.01",,8442795,296.057280,44.461079,502.20642,2.18,212.0,6018.00,0.7330,14.948,"CANDIDATE"
"K07041.01",,8443812,296.384220,44.433418,8.3613732,0.79,793.0,5470.00,0.7770,15.122,"CANDIDATE"
"K07169.01",,9397900,289.041960,45.977081,10.5113779,0.72,1052.0,6575.00,1.3050,12.931,"CANDIDATE"
"K07174.01",,9458266,288.877690,46.059139,1.58487898,0.37,943.0,4201.00,0.5660,13.742,"CANDIDATE"
"K07301.01",,10264293,287.479860,47.360161,20.9525604,1.19,495.0,4885.00,0.7200,15.645,"CANDIDATE"
"K07305.01",,10290021,297.471620,47.399940,3.72920972,0.8,1713.0,6215.00,2.0500,9.976,"CANDIDATE"
"K07434.01",,11288492,287.048430,49.028610,5.704593,0.95,900.0,5523.00,0.8320,14.572,"CANDIDATE"
"K07435.01",,11288772,287.220090,49.053501,1.36752316,0.82,1684.0,5836.00,1.0480,13.861,"CANDIDATE"
"K07437.01",,11296724,291.720180,49.084541,1.9997244,0.84,1385.0,5838.00,0.8970,15.512,"CANDIDATE"
"K06256.01",,1871483,292.132390,37.388481,14.137062,1.37,568.0,4861.00,0.7090,15.729,"CANDIDATE"
"K06259.01",,2161949,291.812900,37.555870,4.78113942,1.14,1130.0,5683.00,1.1150,14.595,"CANDIDATE"
"K06259.02",,2161949,291.812900,37.555870,7.18864064,1.3,987.0,5683.00,1.1150,14.595,"CANDIDATE"
"K06511.01",,5083138,286.215390,40.203411,27.122801,1.46,594.0,5878.00,0.9450,15.747,"CANDIDATE"
"K06513.01",,5087223,287.974550,40.255230,5.62241111,1.17,561.0,3894.00,0.5410,15.627,"CANDIDATE"
"K06516.01",,5092799,289.844020,40.262741,11.2901559,0.88,617.0,5025.00,0.6570,15.929,"CANDIDATE"
"K06516.02",,5092799,289.844020,40.262741,28.24753303,,,,,15.929,"CANDIDATE"
"K06646.01",,6019971,282.588010,41.347092,7.1356633,1.38,751.0,4926.00,0.7930,15.125,"CANDIDATE"
"K06781.01",,6864706,292.305660,42.302479,14.5909249,0.93,622.0,5214.00,0.7660,14.953,"CANDIDATE"
"K06783.01",,6867219,293.024720,42.325089,11.8496351,1.31,802.0,6032.00,0.9290,15.472,"CANDIDATE"
"K06786.01",,6878408,295.932830,42.396690,455.62395,3,228.0,5883.00,0.8920,15.975,"CANDIDATE"
"K06913.02",,7755741,292.787020,43.416039,1.75173647,3.86,4900.0,10894.00,4.3780,13.752,"CANDIDATE"
"K07179.01",,9480398,297.374270,46.054806,407.14656,1.18,272.0,5845.00,1.1980,13.310,"CANDIDATE"
"K07180.01",,9490342,300.138550,46.061691,487.83894,3.94,298.0,5421.00,1.8770,13.728,"CANDIDATE"
"K07182.01",,9513168,284.957610,46.143810,6.853888,1.74,613.0,4199.00,0.6840,16.538,"CANDIDATE"
"K00547.02",,12116489,294.570400,50.673019,7.34672485,0.97,784.0,5271.00,0.8210,14.773,"CANDIDATE"
"K07445.01",,11411639,295.924040,49.220188,6.933574,1.3,829.0,5510.00,0.7930,15.804,"CANDIDATE"
"K06262.01",,2283362,286.110750,37.611851,0.673141323,1.29,1834.0,5461.00,0.8580,15.771,"CANDIDATE"
"K06263.01",,2301068,291.027190,37.613911,8.60965352,3.33,1550.0,5418.00,4.2330,12.765,"CANDIDATE"
"K06267.01",,2422820,286.134580,37.799881,13.8911152,1.12,674.0,5472.00,0.7900,15.365,"CANDIDATE"
"K06399.01",,4274071,294.404720,39.351681,6.76890076,1.24,1017.0,5737.00,1.1250,14.725,"CANDIDATE"
"K06401.01",,4282390,296.146550,39.396938,1.96134311,41.53,2167.0,6221.00,2.1980,13.749,"CANDIDATE"
"K06526.01",,5115688,295.949250,40.247829,486.77832,9.3,409.0,5039.00,4.9500,13.892,"CANDIDATE"
"K06653.01",,6045093,292.645940,41.353039,28.2682167,1.22,526.0,5496.00,0.8380,14.927,"CANDIDATE"
"K06657.01",,6057750,296.104000,41.369270,1.6037058,1.54,2492.0,6400.00,2.5120,13.700,"CANDIDATE"
"K07884.01",,8391983,299.772280,44.363022,0.70965042,1.49,2036.0,5618.00,1.0020,15.444,"CANDIDATE"
"K06793.01",,6947623,291.495850,42.478130,3.62657392,0.79,1014.0,5416.00,0.8000,14.835,"CANDIDATE"
"K06918.01",,7811211,287.570620,43.531738,0.902403563,6.17,1688.0,5776.00,0.7550,14.596,"CANDIDATE"
"K06919.01",,7812893,288.372130,43.591221,8.7998722,1.09,577.0,4298.00,0.6750,15.860,"CANDIDATE"
"K06921.01",,7816935,290.007840,43.502129,6.87778029,1.19,1052.0,6274.00,1.0620,15.099,"CANDIDATE"
"K06925.01",,7868967,281.356780,43.658352,12.9489256,0.94,416.0,3867.00,0.5250,15.663,"CANDIDATE"
"K07889.01",,8489260,289.574520,44.519939,130.235324,2.44,332.0,5616.00,0.9030,15.991,"CANDIDATE"
"K07319.01",,10388451,283.847560,47.515659,17.1677675,0.97,370.0,3761.00,0.5260,15.929,"CANDIDATE"
"K07320.01",,10396708,288.297150,47.560040,8.50207749,0.75,679.0,4889.00,0.7150,14.755,"CANDIDATE"
"K07449.01",,11495989,285.376710,49.461712,1.322475635,14.03,1097.0,4668.00,0.5480,14.335,"CANDIDATE"
"K07455.01",,11551652,287.575010,49.551167,3.773744,2.44,2001.0,7302.00,2.0690,11.419,"CANDIDATE"
"K06274.01",,2449245,292.730260,37.787182,18.1772927,1.5,737.0,6158.00,1.0260,15.324,"CANDIDATE"
"K06276.01",,2557350,286.819150,37.859009,3.09872834,0.64,579.0,3628.00,0.4100,15.870,"CANDIDATE"
"K06409.01",,4372620,293.578700,39.447979,19.9310602,2.42,960.0,5500.00,2.4910,13.370,"CANDIDATE"
"K06532.01",,5171707,286.748570,40.365440,0.813998812,1.36,1933.0,5705.00,0.9890,15.567,"CANDIDATE"
"K06664.01",,6111011,287.467380,41.471630,14.7639145,0.93,632.0,5541.00,0.7330,15.559,"CANDIDATE"
"K06666.01",,6128245,293.279300,41.403679,1.118510435,0.75,1684.0,5918.00,0.8650,14.796,"CANDIDATE"
"K06798.01",,6956176,294.077390,42.402241,2.64185268,3.56,2104.0,5195.00,2.9350,13.533,"CANDIDATE"
"K06931.01",,7902204,295.502290,43.609871,2.54031121,1.2,1268.0,5778.00,0.9110,15.921,"CANDIDATE"
"K07061.01",,8566113,294.201450,44.639839,1.371587993,4.91,2413.0,7045.00,1.6040,13.104,"CANDIDATE"
"K07195.01",,9588862,292.155430,46.204529,5.89773974,1,1150.0,6300.00,1.1260,14.742,"CANDIDATE"
"K07197.01",,9596064,294.950620,46.242149,1.74145041,1.46,1234.0,5238.00,0.7640,16.269,"CANDIDATE"
"K07199.01",,9596892,295.255650,46.216400,20.2944118,774.73,648.0,5865.00,0.9180,15.919,"CANDIDATE"
"K07327.01",,10450504,282.157870,47.686531,17.9908273,1.88,541.0,4918.00,0.7520,15.864,"CANDIDATE"
"K07330.01",,10464199,289.320470,47.632446,198.11309,1.09,399.0,6163.00,1.4860,11.909,"CANDIDATE"
"K07460.01",,11602794,287.319120,49.656990,5.70509519,1.58,947.0,5455.00,0.9270,15.597,"CANDIDATE"
"K06538.01",,5193439,293.676820,40.334068,129.847318,1.45,385.0,6133.00,1.0320,14.520,"CANDIDATE"
"K06542.01",,5215508,298.499940,40.333672,0.8867443,,,,,11.270,"CANDIDATE"
"K06672.01",,6187508,285.339630,41.539749,2.28494301,1,1180.0,5396.00,0.7890,15.181,"CANDIDATE"
"K06676.01",,6209225,293.161680,41.538158,439.21978,1.81,266.0,6553.00,0.9620,13.993,"CANDIDATE"
"K06934.01",,7939761,282.672580,43.788311,22.2548897,2.16,899.0,5349.00,2.3880,14.156,"CANDIDATE"
"K07069.01",,8613446,286.915990,44.704529,1.01485981,1.61,1928.0,6158.00,1.0240,15.572,"CANDIDATE"
"K07072.01",,8624860,291.795750,44.746181,15.3902613,4.39,1459.0,5649.00,4.9940,13.808,"CANDIDATE"
"K07073.01",,8625408,292.017330,44.713268,279.036565,30.25,323.0,6072.00,1.2730,13.054,"CANDIDATE"
"K07074.01",,8686442,290.754940,44.851589,26.8552365,1.49,618.0,6045.00,0.9550,14.958,"CANDIDATE"
"K07076.01",,8693536,293.530330,44.832771,16.2347636,1.28,852.0,6478.00,1.1880,14.299,"CANDIDATE"
"K07205.01",,9635520,284.699680,46.375092,2.3518268,39.82,1535.0,5445.00,1.4260,14.106,"CANDIDATE"
"K07208.01",,9639106,286.858120,46.311729,3.57944367,0.87,1018.0,5341.00,0.8010,15.560,"CANDIDATE"
"K07209.01",,9640123,287.510710,46.389950,8.2553499,3.28,1462.0,5403.00,3.6000,13.816,"CANDIDATE"
"K07339.01",,10546063,296.027740,47.753551,10.6982275,1.73,919.0,6277.00,1.0970,15.833,"CANDIDATE"
"K07467.01",,11650543,284.950260,49.747147,7.20558084,1.33,1253.0,6002.00,1.6930,13.553,"CANDIDATE"
"K07470.01",,11671646,296.534790,49.785851,392.50115,1.9,225.0,5128.00,0.9880,13.870,"CANDIDATE"
"K07471.01",,11672354,296.820370,49.750450,5.29655591,1.3,1156.0,6268.00,1.1000,15.591,"CANDIDATE"
"K06291.01",,2716979,292.296260,37.933060,8.8324193,0.98,999.0,6060.00,1.1330,13.303,"CANDIDATE"
"K06293.01",,2834463,286.587010,38.001080,5.88836941,1.21,1125.0,6243.00,1.0840,14.199,"CANDIDATE"
"K06425.01",,4567118,293.239290,39.691681,521.10826,1.5,231.0,5942.00,0.9470,14.163,"CANDIDATE"
"K06546.01",,5263167,288.030580,40.418301,3.39401963,1.03,1306.0,6181.00,1.0290,15.420,"CANDIDATE"
"K06680.01",,6265961,284.121340,41.633072,5.52507406,0.8,1028.0,5600.00,1.0370,13.692,"CANDIDATE"
"K06819.01",,7103300,286.845340,42.676960,3.226232203,1.01,1620.0,6534.00,1.4370,11.429,"CANDIDATE"
"K06949.01",,8007675,282.154850,43.867352,2.352446342,1.24,2173.0,6749.00,2.0030,12.047,"CANDIDATE"
"K07215.01",,9651602,292.829650,46.365768,3.90735046,0.83,1007.0,5497.00,0.8090,15.283,"CANDIDATE"
"K07345.01",,10586619,285.640900,47.811050,377.501257,2.16,242.0,5751.00,0.9400,15.044,"CANDIDATE"
"K07479.01",,11773625,296.739170,49.978352,7.1969168,1.1,1132.0,5530.00,1.5750,13.440,"CANDIDATE"
"K06299.01",,2970670,286.071140,38.167610,0.947554749,0.67,1633.0,5508.00,0.8400,13.853,"CANDIDATE"
"K06301.01",,2994092,292.400630,38.134579,50.271927,2.94,589.0,6520.00,1.2150,15.923,"CANDIDATE"
"K07879.01",,8297017,290.800570,44.270512,128.208643,6.15,792.0,7128.00,3.8110,11.036,"CANDIDATE"
"K06557.01",,5295206,296.927730,40.429661,6.63448023,1.04,1177.0,6463.00,1.2250,13.805,"CANDIDATE"
"K06687.01",,6307000,297.613070,41.672829,1.002591901,0.87,1391.0,4893.00,0.7390,15.790,"CANDIDATE"
"K06689.01",,6345758,284.576420,41.705971,3.37116682,0.98,1291.0,5653.00,1.1630,15.030,"CANDIDATE"
"K06954.01",,8016692,286.945400,43.899139,6.613671,0.91,1266.0,6056.00,1.5970,13.109,"CANDIDATE"
"K06957.01",,8042644,296.359560,43.866760,1.48062814,0.76,1653.0,6187.00,0.9370,15.189,"CANDIDATE"
"K07088.01",,8760760,294.599180,44.927689,2.68814059,0.92,1135.0,5636.00,0.7340,15.563,"CANDIDATE"
"K07093.01",,8807057,286.553650,45.002338,97.991569,1.41,467.0,6499.00,1.1690,13.650,"CANDIDATE"
"K07220.01",,9658089,295.358250,46.343929,1.057080807,0.97,1805.0,6000.00,0.9460,15.102,"CANDIDATE"
"K07223.01",,9674320,300.345250,46.339882,317.062416,1.59,218.0,5366.00,0.7150,14.634,"CANDIDATE"
"K07224.01",,9693803,283.116420,46.442699,13.4959496,1.62,784.0,5962.00,1.0190,15.669,"CANDIDATE"
"K07354.01",,10659624,289.366460,47.923851,43.2675604,1.61,664.0,5747.00,1.7290,13.468,"CANDIDATE"
"K07358.01",,10665228,291.706390,47.908581,11.3251153,1.26,674.0,5334.00,0.7270,15.995,"CANDIDATE"
"K07483.01",,11825996,297.347260,50.047440,16.9163386,0.68,648.0,5628.00,0.8100,13.132,"CANDIDATE"
"K07484.01",,11854636,286.102810,50.126541,37.0200232,2.14,507.0,5685.00,0.8860,15.424,"CANDIDATE"
"K07489.01",,11904704,286.038390,50.294441,0.565713361,0.81,1917.0,5220.00,0.8810,14.722,"CANDIDATE"
"K06697.01",,6368222,293.162020,41.735229,82.97062172,,,,,13.678,"CANDIDATE"
"K06698.01",,6372268,294.356170,41.777206,5.22422449,,,,,11.446,"CANDIDATE"
"K06835.01",,7135549,296.619200,42.674931,22.50053441,,,,,13.903,"CANDIDATE"
"K06960.01",,8091197,289.605220,43.952831,4.88698386,1.2,1133.0,6152.00,1.0090,13.873,"CANDIDATE"
"K06966.01",,8098960,292.303380,43.983810,8.47484677,1.35,780.0,5564.00,0.7850,15.381,"CANDIDATE"
"K07094.01",,8815279,290.456450,45.003231,13.56092626,,,,,15.561,"CANDIDATE"
"K07099.01",,8845552,300.305330,45.093418,34.0357766,1.05,337.0,4367.00,0.5010,15.534,"CANDIDATE"
"K07226.01",,9726452,297.722260,46.475830,42.48452259,,,,,14.824,"CANDIDATE"
"K07231.02",,9790965,298.911620,46.586578,4.74701479,13333.5,1640.0,6531.00,1.9210,13.388,"CANDIDATE"
"K07232.01",,9811915,281.229370,46.681862,1.96682825,1.18,1283.0,5595.00,0.7960,15.612,"CANDIDATE"
"K07359.01",,10665749,291.902160,47.962070,4.237447181,2.26,1172.0,5993.00,0.9930,15.504,"CANDIDATE"
"K07360.01",,10670112,293.669280,47.906689,4.0953585,7.76,1680.0,6839.00,1.7000,13.543,"CANDIDATE"
"K07361.01",,10680424,297.207520,47.972099,0.92623983,1.16,1208.0,4494.00,0.5910,16.280,"CANDIDATE"
"K00126.02",,5897826,297.475860,41.114288,0.875197345,0.73,2518.0,5855.00,1.7960,13.109,"CANDIDATE"
"K01106.03",,3240158,292.713100,38.358212,13.2298203,1.5,856.0,6049.00,1.1760,14.818,"CANDIDATE"
"K01110.02",,2837111,287.444090,38.088428,3.71840884,0.84,1184.0,5982.00,0.9600,14.794,"CANDIDATE"
