kepoi_name,kepler_name,kepid,ra,dec,koi_period,koi_prad,koi_teq,koi_steff,koi_srad,koi_kepmag,koi_disposition
"K00753.01",,10811496,297.004820,48.134129,19.89913995,14.6,638.0,5853.00,0.8680,15.436,"CANDIDATE"
"K00777.01",,11818800,294.316860,50.080231,40.4195037,7.51,467.0,5446.00,0.7810,15.487,"CANDIDATE"
"K00780.02",,11918099,293.833310,50.230350,7.2406612,19.45,734.0,5005.00,0.7650,15.334,"CANDIDATE"
"K00115.03",,9579641,287.887330,46.276241,3.43591631,0.55,1272.0,5779.00,1.0870,12.791,"CANDIDATE"
"K00797.01",,3115833,291.281950,38.241669,10.181584004,7.73,812.0,5988.00,0.8360,15.657,"CANDIDATE"
"K00802.01",,3453214,293.816190,38.563568,19.620346923,13.6,643.0,5710.00,0.9050,15.562,"CANDIDATE"
"K00815.01",,4544670,285.920010,39.624828,34.84398644,7.61,511.0,5509.00,0.8710,15.684,"CANDIDATE"
"K00820.01",,4936180,295.113710,40.071171,4.64090031,30.09,1155.0,6463.00,0.8260,15.270,"CANDIDATE"
"K00823.01",,5115978,296.006990,40.295429,1.028436523,72.77,1947.0,6228.00,0.9900,15.202,"CANDIDATE"
"K00868.01",,6867155,293.007970,42.307201,235.9986399,10.59,188.0,4245.00,0.6570,15.172,"CANDIDATE"
"K00856.01",,6526710,293.179290,41.969238,39.74893077,14.21,552.0,6122.00,0.9640,15.344,"CANDIDATE"
"K00858.01",,6599919,289.897770,42.009151,13.61014819,19.02,733.0,5697.00,0.9030,15.060,"CANDIDATE"
"K00865.01",,6862328,291.583770,42.368160,119.0207044,8.98,366.0,5453.00,1.0620,15.085,"CANDIDATE"
"K00871.01",,7031517,291.119690,42.507069,12.940668656,22.94,723.0,5875.00,0.8090,15.215,"CANDIDATE"
"K00883.01",,7380537,296.683070,42.967869,2.688899233,12.04,929.0,4820.00,0.6390,15.766,"CANDIDATE"
"K00901.01",,8013419,285.167480,43.876339,12.732624065,4.87,432.0,3950.00,0.5410,15.750,"CANDIDATE"
"K00902.01",,8018547,287.852390,43.897991,83.92494032,4.78,226.0,3960.00,0.5090,15.754,"CANDIDATE"
"K00914.01",,8552202,288.726650,44.607510,3.886655224,1.87,1010.0,5662.00,0.7380,15.371,"CANDIDATE"
"K00928.01",,9140402,284.759430,45.599129,2.494170338,2.42,1194.0,5569.00,0.8290,15.251,"CANDIDATE"
"K00924.01",,8951215,291.208040,45.244389,39.4759093,4.06,577.0,6225.00,1.0310,15.229,"CANDIDATE"
"K00935.04",,9347899,294.023010,45.853081,9.61731426,1.94,1010.0,6035.00,1.2570,15.237,"CANDIDATE"
"K01103.01",,2860866,293.223910,38.033581,90.1240507,7.12,485.0,6520.00,1.2150,14.960,"CANDIDATE"
"K01168.01",,10460629,287.586790,47.600021,856.672115,3.87,242.0,6449.00,1.3090,13.997,"CANDIDATE"
"K01169.01",,10319385,281.551180,47.469959,0.689210173,1.32,1943.0,5630.00,0.9540,13.248,"CANDIDATE"
"K00970.01",,11502218,289.093230,49.424484,3.9886021,34.39,3145.0,4813.00,13.6520,6.974,"CANDIDATE"
"K00971.01",,11180361,286.019200,48.866741,0.533059312,133.56,5862.0,8523.00,4.0510,7.748,"CANDIDATE"
"K01174.01",,10287723,296.821620,47.354031,129995.7784,2.99,25.0,4500.00,0.7260,13.447,"CANDIDATE"
"K00972.02",,11013201,282.000310,48.542221,7.82187328,2.78,2101.0,7221.00,4.2400,9.275,"CANDIDATE"
"K00974.01",,9414417,295.802670,45.988079,53.5057611,2.52,675.0,6247.00,1.7620,9.582,"CANDIDATE"
"K00151.01",,2307199,292.374760,37.630959,13.4471791,5.24,848.0,6276.00,1.0410,14.000,"CANDIDATE"
"K01118.01",,2853446,291.650970,38.028179,7.37290344,2.67,1004.0,5973.00,1.0700,13.835,"CANDIDATE"
"K01193.01",,3942446,287.888120,39.078709,119.0624882,10.4,366.0,5697.00,0.9200,15.289,"CANDIDATE"
"K01194.02",,3554031,293.804410,38.639130,14.8623076,1.57,454.0,4362.00,0.5540,15.842,"CANDIDATE"
"K00989.03",,10743597,296.382290,48.045311,16.15811112,86.13,660.0,5619.00,0.8740,15.488,"CANDIDATE"
"K01192.01",,3644071,291.032170,38.703911,1295.362215,57.82,169.0,5609.00,1.0480,14.215,"CANDIDATE"
"K00994.01",,1431122,291.142490,37.061321,4.2989201,2.12,1046.0,5300.00,0.9860,14.613,"CANDIDATE"
"K01066.01",,8260218,299.786320,44.169540,5.714817603,9.29,943.0,5695.00,0.8420,15.623,"CANDIDATE"
"K01127.03",,6359320,290.215180,41.775970,2.83668931,1.19,1242.0,5831.00,0.9210,15.808,"CANDIDATE"
"K01198.04",,3447722,292.479710,38.514919,1.00861677,,,,,15.319,"CANDIDATE"
"K00141.01",,12105051,288.038300,50.651611,2.624234833,5.11,1164.0,5340.00,0.8990,13.687,"CANDIDATE"
"K01070.03",,8240904,294.484380,44.166908,92.77779,1.92,410.0,5888.00,1.0190,15.590,"CANDIDATE"
"K01206.01",,3756801,293.954590,38.899971,422.917678,5.89,292.0,5796.00,1.4440,13.642,"CANDIDATE"
"K01145.01",,8313667,296.548610,44.264671,30.5872153,2.32,621.0,5944.00,1.0820,14.143,"CANDIDATE"
"K01081.01",,10149023,294.768550,47.132790,9.95639775,28.15,905.0,6161.00,1.0530,15.220,"CANDIDATE"
"K00950.01",,9772531,292.657040,46.537338,31.201692472,8.31,286.0,3748.00,0.4490,15.798,"CANDIDATE"
"K01154.01",,10295951,299.102810,47.377781,6.810823723,26.06,1626.0,7226.00,2.0790,12.628,"CANDIDATE"
"K01095.01",,3329204,287.616880,38.402321,51.59809554,6.57,449.0,5681.00,0.8590,15.617,"CANDIDATE"
"K01096.01",,3230491,290.183040,38.321941,1500,9.8,139.0,5606.00,0.7600,14.709,"CANDIDATE"
"K01032.01",,2162635,291.977540,37.532551,1500.1406772,18.35,206.0,5009.00,2.2830,13.862,"CANDIDATE"
"K01362.01",,6837146,281.605410,42.390419,20.51360192,2.58,540.0,5310.00,0.7040,15.406,"CANDIDATE"
"K01239.01",,6607286,292.178590,42.005909,0.783276173,1.98,2149.0,5640.00,1.2330,15.005,"CANDIDATE"
"K01239.02",,6607286,292.178590,42.005909,3.17405898,2.09,1348.0,5640.00,1.2330,15.005,"CANDIDATE"
"K01431.01",,11075279,287.022280,48.681938,345.1589354,7.79,241.0,5597.00,0.9310,13.460,"CANDIDATE"
"K01242.01",,6607447,292.228390,42.035370,99.6442783,8.48,415.0,6102.00,1.0160,13.750,"CANDIDATE"
"K01246.01",,6441738,291.427550,41.878159,19.03723442,5.74,1051.0,5248.00,2.8920,14.898,"CANDIDATE"
"K01251.01",,8616873,288.700870,44.707680,0.576078683,23.23,1982.0,5693.00,0.8160,15.237,"CANDIDATE"
"K01255.01",,8494263,291.445220,44.528690,78.9257421,11.9,398.0,5750.00,0.8820,15.913,"CANDIDATE"
"K01315.01",,10928043,295.293850,48.374802,6.84639884,1.9,1132.0,6065.00,1.3100,13.137,"CANDIDATE"
"K01316.02",,10794087,290.552370,48.126263,12.37679312,,,,,11.926,"CANDIDATE"
"K01268.01",,8813698,289.889620,45.005669,268.9410974,13.57,321.0,5798.00,1.3060,14.814,"CANDIDATE"
"K01328.01",,4074736,295.805850,39.177990,80.9669561,5.04,364.0,5611.00,0.7370,15.671,"CANDIDATE"
"K01331.01",,4274548,294.508420,39.398682,6.80082032,1.88,697.0,4805.00,0.6880,15.238,"CANDIDATE"
"K01445.02",,11336883,283.936800,49.110329,54.325574,0.76,545.0,6343.00,1.1370,12.320,"CANDIDATE"
"K01445.03",,11336883,283.936800,49.110329,20.01959599,,,,,12.320,"CANDIDATE"
"K01271.01",,8631160,294.265500,44.794300,162.0479502,11.52,437.0,6309.00,1.5670,13.632,"CANDIDATE"
"K01393.01",,9202151,283.555540,45.614262,1.694740233,2.12,797.0,3764.00,0.5270,15.804,"CANDIDATE"
"K01455.01",,4760746,295.478300,39.867722,15.068060768,16.43,742.0,5982.00,0.9600,15.950,"CANDIDATE"
"K01397.01",,9427402,299.677700,45.972328,6.247030799,1.89,512.0,3821.00,0.4870,15.369,"CANDIDATE"
"K01208.01",,3962440,293.618770,39.022572,700.00298217,6.43,238.0,6487.00,1.1180,13.594,"CANDIDATE"
"K01209.01",,3534076,288.314360,38.693291,272.0868353,5.95,251.0,5587.00,0.7910,15.166,"CANDIDATE"
"K01338.02",,4466677,292.276120,39.550179,42.0370662,1.66,527.0,5823.00,0.9600,14.609,"CANDIDATE"
"K01338.03",,4466677,292.276120,39.550179,21.0112068,1.4,663.0,5823.00,0.9600,14.609,"CANDIDATE"
"K01399.01",,9100484,295.760830,45.457390,8.75059775,2.27,682.0,4942.00,0.7790,15.920,"CANDIDATE"
"K01225.01",,6620003,295.622220,42.092880,1.714274727,25,827.0,3874.00,0.5350,15.686,"CANDIDATE"
"K01356.01",,7363829,292.119900,42.931679,384.02570682,,,,,15.206,"CANDIDATE"
"K01357.01",,6719086,298.459530,42.187431,3.014330766,2.87,1124.0,5209.00,0.9530,15.673,"CANDIDATE"
"K01420.01",,11026304,290.112700,48.577782,13.35151248,4.44,585.0,4843.00,0.7540,15.825,"CANDIDATE"
"K01421.01",,11342550,287.650450,49.156052,1693.6636225,10.23,157.0,5923.00,1.0210,15.305,"CANDIDATE"
"K01359.02",,6946199,291.020690,42.462440,104.8205868,6.45,376.0,5986.00,0.8500,15.229,"CANDIDATE"
"K01303.01",,10867062,294.230070,48.204479,34.2966363,3.29,584.0,5490.00,1.1670,14.965,"CANDIDATE"
"K01560.01",,8046659,297.419650,43.876579,31.56904354,11.18,575.0,5654.00,0.9980,15.042,"CANDIDATE"
"K01499.02",,7841925,297.724270,43.527431,0.840594032,0.62,1780.0,5440.00,0.8850,14.480,"CANDIDATE"
"K01619.01",,4276716,294.990230,39.346378,20.6654374,0.66,487.0,4830.00,0.6760,11.759,"CANDIDATE"
"K01622.01",,7287683,293.548890,42.888859,69.8347983,3.51,765.0,7732.00,2.0220,12.020,"CANDIDATE"
"K01731.01",,8266276,301.469300,44.159649,2.59488443,2.36,1014.0,4748.00,0.7970,15.720,"CANDIDATE"
"K01733.01",,8396405,301.085720,44.380192,19.18109525,1.72,513.0,5214.00,0.5870,15.730,"CANDIDATE"
"K01739.01",,7199906,291.650090,42.700779,220.65651253,,,,,15.129,"CANDIDATE"
"K01630.01",,9017682,290.259640,45.388409,11.30507984,1.4,744.0,5705.00,0.8440,15.152,"CANDIDATE"
"K01639.02",,10749128,297.900450,48.094700,9.9824036,1.17,966.0,6273.00,1.1390,13.538,"CANDIDATE"
"K01764.01",,11904734,286.052800,50.256592,12.681733929,7.25,601.0,4976.00,0.7010,15.303,"CANDIDATE"
"K01773.01",,10153011,296.088200,47.142891,83.09708021,13.83,329.0,5286.00,0.6360,15.678,"CANDIDATE"
"K01510.01",,11870545,295.084230,50.114609,0.839961456,1.63,1455.0,4932.00,0.7180,15.929,"CANDIDATE"
"K01573.02",,5031857,296.846160,40.138611,7.136922,1.38,956.0,6086.00,0.9210,14.373,"CANDIDATE"
"K01574.03",,10028792,297.916870,46.965130,5.83393857,1.98,1285.0,5597.00,1.6990,14.600,"CANDIDATE"
"K01647.03",,11153121,298.294950,48.775459,6.33027476,1.02,1046.0,5900.00,1.0700,14.167,"CANDIDATE"
"K01758.01",,6705142,295.434360,42.166321,5.59728249,3.28,930.0,5610.00,0.8580,15.969,"CANDIDATE"
"K01576.03",,5299459,297.795140,40.417709,23.3397956,1.23,653.0,5671.00,1.0840,14.072,"CANDIDATE"
"K01656.01",,4471747,293.625920,39.506310,51.3901452,3.62,570.0,6074.00,1.2920,15.030,"CANDIDATE"
"K01582.01",,4918309,290.128570,40.021832,186.4361811,11.32,353.0,5393.00,1.3700,15.402,"CANDIDATE"
"K01660.01",,4830605,290.241030,39.968010,35.6364022,1.99,537.0,5926.00,0.8870,15.614,"CANDIDATE"
"K01458.01",,12120943,296.571530,50.677849,8.98128472,7.19,898.0,5977.00,1.0220,15.703,"CANDIDATE"
"K01527.01",,7768451,296.671300,43.498390,192.667139,3.64,283.0,5401.00,0.8780,14.879,"CANDIDATE"
"K01587.01",,9932970,281.618870,46.814201,52.971584,29.02,402.0,5204.00,0.7890,15.700,"CANDIDATE"
"K01665.02",,4932442,294.171080,40.055168,5.91393977,1.07,1112.0,6194.00,1.1290,14.042,"CANDIDATE"
"K01675.01",,5360920,291.337190,40.558201,14.62399621,21.92,681.0,5753.00,0.8150,15.789,"CANDIDATE"
"K01465.01",,11702948,286.149380,49.867512,9.771462706,10.15,799.0,5812.00,0.8530,14.245,"CANDIDATE"
"K01466.01",,9512981,284.849880,46.138950,281.5628889,10.83,214.0,4810.00,0.7760,15.962,"CANDIDATE"
"K01677.02",,5526717,289.679350,40.700459,8.51170088,,,,,14.279,"CANDIDATE"
"K01681.01",,5531953,291.285000,40.730049,6.93910337,1.41,445.0,3638.00,0.4200,15.855,"CANDIDATE"
"K01537.01",,9872292,281.461730,46.789894,10.19154678,1.39,1144.0,6212.00,1.6840,11.740,"CANDIDATE"
"K01590.01",,5542466,294.364870,40.720879,12.89006728,1.93,620.0,4915.00,0.8120,15.674,"CANDIDATE"
"K00185.01",,4178389,296.185240,39.262680,23.210509958,21.19,595.0,5875.00,0.8090,14.228,"CANDIDATE"
"K01590.03",,5542466,294.364870,40.720879,4.74666128,1.3,865.0,4915.00,0.8120,15.674,"CANDIDATE"
"K01473.01",,7499398,280.360230,43.123680,23.02028478,7.58,604.0,5613.00,0.9560,15.573,"CANDIDATE"
"K00191.03",,5972334,295.287230,41.221958,0.708621057,1.2,1846.0,5422.00,0.8870,14.991,"CANDIDATE"
"K01477.01",,7811397,287.653960,43.505718,169.4976085,9.06,272.0,5270.00,0.7870,15.917,"CANDIDATE"
"K01546.01",,5475431,298.513700,40.639622,0.917568975,11.92,1748.0,5713.00,0.8930,14.456,"CANDIDATE"
"K01597.01",,5039228,298.368840,40.173424,7.79668781,2.44,1116.0,6521.00,1.2760,12.681,"CANDIDATE"
"K01480.02",,7512982,286.741880,43.190102,7.00447892,1.19,754.0,4883.00,0.8080,15.887,"CANDIDATE"
"K01547.01",,5283458,294.200900,40.455959,30.69395532,13.72,614.0,6137.00,1.0180,15.673,"CANDIDATE"
"K01549.01",,8053552,299.055850,43.897202,29.481061268,16.61,571.0,5631.00,0.9010,15.135,"CANDIDATE"
"K01708.01",,7750419,290.882320,43.471760,32.7737631,5,686.0,5640.00,1.5340,14.758,"CANDIDATE"
"K01552.01",,7984047,298.925930,43.750370,77.63424586,9.4,325.0,4812.00,0.7550,15.915,"CANDIDATE"
"K01962.01",,5513648,284.233980,40.794540,32.85862571,2.31,691.0,5899.00,1.4140,10.770,"CANDIDATE"
"K01964.01",,7887791,290.703700,43.607208,2.229326354,0.6,1273.0,5587.00,0.8650,10.687,"CANDIDATE"
"K02037.03",,9634821,284.342740,46.316551,8.56267266,2.26,768.0,5029.00,0.9300,15.213,"CANDIDATE"
"K01972.01",,11253711,296.089750,48.955372,17.79108667,2.88,830.0,5855.00,1.3400,13.800,"CANDIDATE"
"K02042.01",,9111849,298.750180,45.466400,63.0732241,17.8,1077.0,6234.00,6.3540,13.089,"CANDIDATE"
"K01906.01",,11773328,296.623470,49.979172,8.710442022,3.61,760.0,5416.00,0.8090,14.816,"CANDIDATE"
"K01843.02",,5080636,285.013090,40.220749,6.35585682,0.86,503.0,3706.00,0.5220,14.404,"CANDIDATE"
"K02052.01",,3248501,294.697720,38.364159,4.22464216,4.31,1279.0,6343.00,1.1400,15.341,"CANDIDATE"
"K01856.01",,11570749,297.078610,49.502079,46.2991052,4.33,592.0,5396.00,1.5070,14.082,"CANDIDATE"
"K01922.02",,9411166,294.613650,45.984619,15.09521323,,,,,15.356,"CANDIDATE"
"K02064.01",,2579043,292.135250,37.889622,6.31219171,2.17,1096.0,6322.00,1.0750,14.959,"CANDIDATE"
"K01858.02",,8160953,290.144320,44.049950,86.049055,2.06,410.0,5733.00,0.9970,14.767,"CANDIDATE"
"K01784.01",,10158418,297.646060,47.167488,5.007414194,8.8,1114.0,5957.00,1.0420,13.592,"CANDIDATE"
"K01861.01",,3648437,292.166170,38.739052,17.50441726,3.56,824.0,5815.00,1.3290,13.926,"CANDIDATE"
"K02009.01",,2449431,292.773990,37.797691,86.7490807,2.23,398.0,5579.00,0.9700,13.820,"CANDIDATE"
"K01793.01",,5731623,298.316740,40.996101,3.261759866,8.01,1262.0,6131.00,0.9450,15.280,"CANDIDATE"
"K00210.01",,10602291,292.782350,47.800629,20.92735802,17.36,735.0,6126.00,1.1090,14.877,"CANDIDATE"
"K01872.01",,9883311,288.313320,46.771431,30.5231459,11.26,506.0,5518.00,0.7900,15.841,"CANDIDATE"
"K01934.01",,4242147,284.969670,39.360291,28.78270955,2.11,443.0,4774.00,0.7450,14.649,"CANDIDATE"
"K01803.01",,4349442,286.635530,39.488621,4.539297295,2.34,830.0,4914.00,0.7240,13.260,"CANDIDATE"
"K01940.02",,10005788,289.352020,46.973728,6.73679732,,,,,15.389,"CANDIDATE"
"K00211.01",,10656508,287.970310,47.972099,124.03589939,11.13,413.0,5822.00,1.2800,14.989,"CANDIDATE"
"K01945.02",,11656918,289.029750,49.769711,17.1181036,1.22,654.0,5576.00,0.9290,14.520,"CANDIDATE"
"K01946.01",,10844890,283.344270,48.223911,8.29482811,2.76,876.0,5773.00,0.9390,14.469,"CANDIDATE"
"K01816.01",,8624520,291.683290,44.751640,10.240611361,3.9,656.0,5227.00,0.6400,15.408,"CANDIDATE"
"K01884.01",,4851530,295.902400,39.918362,23.11707222,4.37,548.0,5275.00,0.7960,15.462,"CANDIDATE"
"K01884.02",,4851530,295.902400,39.918362,4.77502117,1.73,926.0,5275.00,0.7960,15.462,"CANDIDATE"
"K00212.01",,6300348,296.139800,41.603180,5.69590202,6.61,1043.0,6106.00,0.9400,14.858,"CANDIDATE"
"K02248.04",,11030475,292.239930,48.511570,2.64622742,0.99,1082.0,5167.00,0.7870,15.498,"CANDIDATE"
"K02339.02",,7033233,291.669280,42.590710,65.18703725,,,,,15.130,"CANDIDATE"
"K02174.01",,8261920,300.242220,44.141399,6.69332825,2.44,609.0,4245.00,0.6370,15.673,"CANDIDATE"
"K02343.01",,6119141,290.375120,41.433750,29.0726293,2.32,614.0,5799.00,1.0420,14.409,"CANDIDATE"
"K02261.02",,3734418,287.529630,38.894508,6.6254781,0.9,828.0,5211.00,0.8320,14.110,"CANDIDATE"
"K02272.01",,9654875,294.153660,46.309681,1.34145255,1.31,3015.0,7495.00,2.3890,12.783,"CANDIDATE"
"K02186.01",,3097926,285.908480,38.212719,14.97974335,3.79,620.0,5062.00,0.8530,15.549,"CANDIDATE"
"K02188.02",,10518424,283.753850,47.796951,6.7445683,0.86,983.0,6106.00,0.9230,15.319,"CANDIDATE"
"K02189.01",,5730445,298.074740,40.948990,33.35859852,4.44,459.0,5009.00,0.7990,15.253,"CANDIDATE"
"K02369.02",,5602588,285.720790,40.856960,6.3143447,1.34,1012.0,6075.00,0.9690,15.832,"CANDIDATE"
"K02370.01",,5385304,297.558200,40.541309,78.7327023,7.76,761.0,6715.00,2.7630,13.003,"CANDIDATE"
"K02124.01",,11462341,295.288540,49.379791,42.3375799,1.45,311.0,4132.00,0.5810,14.275,"CANDIDATE"
"K02206.01",,11073656,285.968020,48.679050,1.834277283,1.64,1459.0,5751.00,0.9580,15.198,"CANDIDATE"
"K02354.01",,7215678,296.066250,42.768219,1.151244686,40.32,1756.0,6086.00,0.9210,14.519,"CANDIDATE"
"K02357.01",,7449554,293.203770,43.057011,2.42088277,2.27,1616.0,5583.00,1.5300,15.610,"CANDIDATE"
"K02288.01",,3440978,290.703000,38.567032,38.103908,4.08,456.0,5250.00,0.7710,15.469,"CANDIDATE"
"K02364.01",,9532710,294.384700,46.157841,5.24242029,3.86,1367.0,5383.00,1.8290,15.830,"CANDIDATE"
"K02217.01",,9580992,288.642520,46.215660,37.8034121,2.95,460.0,5329.00,0.8190,15.191,"CANDIDATE"
"K02294.01",,6934986,287.153200,42.421612,131.485184,3.03,400.0,5765.00,1.2420,14.895,"CANDIDATE"
"K02295.01",,4049901,289.545140,39.164429,16.2908527,0.52,622.0,5425.00,0.7970,11.671,"CANDIDATE"
"K02373.01",,10798331,292.314670,48.140461,147.281212,2.28,353.0,5708.00,1.0540,14.685,"CANDIDATE"
"K02298.01",,9334893,288.456050,45.802120,16.6671415,0.7,469.0,4729.00,0.5250,13.831,"CANDIDATE"
"K02222.01",,9289704,295.247340,45.757401,34.135676,13.98,1526.0,7818.00,5.5550,12.963,"CANDIDATE"
"K02224.02",,8892157,294.189270,45.151581,86.130534,1.47,391.0,5830.00,0.8760,14.966,"CANDIDATE"
"K02226.01",,11520459,297.525420,49.401451,8.46354384,2.51,805.0,5427.00,0.8870,15.338,"CANDIDATE"
"K02311.01",,4247991,287.241180,39.332760,191.86419296,,,,,12.570,"CANDIDATE"
"K02311.02",,4247991,287.241180,39.332760,13.72549689,,,,,12.570,"CANDIDATE"
"K02312.01",,10026544,297.283170,46.904530,176.331289,2.38,505.0,6146.00,2.2510,12.982,"CANDIDATE"
"K02081.01",,2853780,291.729160,38.070019,6.2141496,4.27,1506.0,5295.00,3.1520,13.439,"CANDIDATE"
"K00227.01",,6185476,284.352020,41.519199,17.65737838,2.45,350.0,3745.00,0.4700,14.267,"CANDIDATE"
"K02159.01",,8804455,285.138310,45.004539,7.5966998,1.32,964.0,5716.00,1.0910,13.482,"CANDIDATE"
"K02160.02",,5546761,295.481230,40.731979,15.40877383,,,,,14.874,"CANDIDATE"
"K02323.01",,8872048,286.072020,45.136711,58.35512552,,,,,15.484,"CANDIDATE"
"K02324.01",,7746958,289.677860,43.458134,1.204686597,1.55,1711.0,5780.00,1.0000,11.671,"CANDIDATE"
"K02093.01",,6525946,292.954160,41.934799,6.78341325,20.75,2628.0,5096.00,8.7690,15.357,"CANDIDATE"
"K02167.02",,6041734,291.604490,41.309361,6.95787,1.39,1047.0,6240.00,1.0250,15.280,"CANDIDATE"
"K02248.02",,11030475,292.239930,48.511570,9.4907638,1.05,704.0,5290.00,0.7460,15.498,"CANDIDATE"
"K02248.03",,11030475,292.239930,48.511570,0.76196247,1.08,1638.0,5167.00,0.7870,15.498,"CANDIDATE"
"K02169.04",,9006186,285.207490,45.384350,2.19251903,0.37,1225.0,5450.00,0.8420,12.404,"CANDIDATE"
"K02554.01",,10471621,292.379790,47.644611,39.7557642,13.72,325.0,4405.00,0.5110,15.439,"CANDIDATE"
"K02554.02",,10471621,292.379790,47.644611,10.27127527,0.94,510.0,4405.00,0.5110,15.439,"CANDIDATE"
"K02486.01",,8074328,280.690460,43.919182,4.267961416,1.42,1371.0,6395.00,1.2370,13.047,"CANDIDATE"
"K02560.01",,4670217,295.705170,39.756840,18.1209388,1.68,543.0,4905.00,0.7740,15.486,"CANDIDATE"
"K02637.01",,9574179,284.728940,46.206478,3.98864999,1.15,1233.0,5692.00,1.1880,15.016,"CANDIDATE"
"K02639.01",,11391755,285.365170,49.201561,25.1123362,2.22,691.0,6133.00,1.1120,15.527,"CANDIDATE"
"K02639.02",,11391755,285.365170,49.201561,2.121023807,5.75,1573.0,6133.00,1.1120,15.527,"CANDIDATE"
"K02640.01",,9088780,291.809840,45.435478,33.18089453,,,,,13.226,"CANDIDATE"
"K02641.01",,8894646,294.995850,45.119579,3.55557922,0.84,1270.0,5839.00,1.0820,13.845,"CANDIDATE"
"K02569.01",,8247770,296.603000,44.140820,8.28157072,1.37,956.0,5640.00,1.1750,14.273,"CANDIDATE"
"K02571.01",,6867588,293.137050,42.350479,0.82628442,0.96,1629.0,5218.00,0.8290,14.434,"CANDIDATE"
"K02572.01",,7501646,281.592350,43.177879,6.37705295,2.15,935.0,5672.00,0.9650,15.522,"CANDIDATE"
"K02421.01",,8838950,298.419310,45.071442,2.27050106,0.55,903.0,4671.00,0.5280,14.363,"CANDIDATE"
"K02577.01",,12257999,291.287720,50.909149,18.55581565,20.83,1793.0,5988.00,8.8410,13.506,"CANDIDATE"
"K02578.01",,6922203,281.260130,42.403290,13.33094869,25.95,815.0,5991.00,1.0390,14.847,"CANDIDATE"
"K02671.01",,2437505,290.230320,37.777481,21.47642727,59.5,655.0,5780.00,1.0000,17.290,"CANDIDATE"
"K02508.01",,8836888,297.907380,45.032310,7.10397925,1.51,818.0,5488.00,0.7890,15.164,"CANDIDATE"
"K02656.01",,8636539,296.005430,44.718510,6.77367892,1.33,1083.0,6392.00,1.0720,15.024,"CANDIDATE"
"K02657.01",,9283156,292.761750,45.727242,5.22402436,0.58,941.0,5487.00,0.8400,12.869,"CANDIDATE"
"K02512.01",,9574158,284.719880,46.250790,15.92108138,3.14,645.0,5595.00,0.8200,15.523,"CANDIDATE"
"K02516.01",,7294743,295.453670,42.858799,2.81043228,1.43,1701.0,5415.00,2.0790,13.388,"CANDIDATE"
"K02592.01",,6765135,287.752290,42.244781,175.603366,2.87,348.0,6225.00,1.0090,15.054,"CANDIDATE"
"K02666.01",,5342061,284.119780,40.524281,64.034363,3.47,411.0,5691.00,0.7830,15.341,"CANDIDATE"
"K02519.01",,4047631,288.903900,39.154209,4.790912471,2.25,717.0,4359.00,0.6760,14.452,"CANDIDATE"
"K02445.01",,6516185,289.884460,41.906551,47.3659328,11.97,481.0,5708.00,0.9020,15.817,"CANDIDATE"
"K02598.01",,7446631,292.324190,43.033451,29.2254372,1.35,614.0,6049.00,1.0080,14.162,"CANDIDATE"
"K02377.01",,5906426,299.292270,41.153080,13.9034057,1.55,646.0,5261.00,0.8190,14.782,"CANDIDATE"
"K02449.01",,12208631,291.550510,50.825611,53.3580444,3.41,474.0,5481.00,1.0360,15.114,"CANDIDATE"
"K02603.01",,2443393,291.457550,37.742935,73.711039,1.77,563.0,6374.00,1.5020,12.643,"CANDIDATE"
"K02604.01",,9019191,290.824370,45.355019,14.43348326,16.25,558.0,4915.00,0.7020,15.323,"CANDIDATE"
"K02380.01",,3002478,294.185610,38.108669,6.35705314,1.59,990.0,5982.00,0.9600,14.216,"CANDIDATE"
"K02453.01",,8631751,294.468480,44.753960,1.530515205,0.84,608.0,3462.00,0.2590,15.630,"CANDIDATE"
"K02531.01",,4172746,295.103910,39.268749,17.6997392,1.96,523.0,4807.00,0.7420,15.440,"CANDIDATE"
"K02607.01",,5095635,290.684690,40.255451,0.754457729,2.07,2131.0,5561.00,1.1930,14.482,"CANDIDATE"
"K02384.01",,12254688,289.373810,50.934341,62.6825769,39.8,916.0,7058.00,3.1010,13.072,"CANDIDATE"
"K02386.01",,4172013,294.940090,39.232571,16.2707207,28.42,827.0,6117.00,1.2440,14.940,"CANDIDATE"
"K02534.02",,1996180,286.344300,37.411968,5.42204257,1.39,1222.0,6123.00,1.2630,13.925,"CANDIDATE"
"K02610.01",,2305866,292.093320,37.613480,24.1073172,2.74,1065.0,6585.00,2.5170,12.605,"CANDIDATE"
"K02613.01",,9712350,292.703430,46.415871,51.5738653,2.41,417.0,5380.00,0.8130,15.960,"CANDIDATE"
"K02548.01",,9580167,288.181980,46.246181,0.827151296,19.1,5171.0,4452.00,11.8950,14.992,"CANDIDATE"
"K02400.01",,7984574,299.061680,43.720329,11.6191707,2.21,756.0,5870.00,0.8340,15.664,"CANDIDATE"
"K02401.01",,10336951,290.836270,47.444939,38.2292037,1.51,359.0,4544.00,0.5980,14.847,"CANDIDATE"
"K02474.01",,8240617,294.397490,44.124199,176.845697,42.05,291.0,5592.00,0.7970,14.182,"CANDIDATE"
"K02550.01",,11622985,297.240170,49.616859,18.0243482,1.98,683.0,5955.00,0.9100,15.419,"CANDIDATE"
